Title,Date,Location,Description,Tags,latitude,longitude
Seeking Volunteer Yoga Instructor,2011-03-11,"120 32nd Street
New York, NY 10016
(40.745396854908336, -73.9813392534), NY 10016.0",Mainchance Drop-In Center for Manhattan's homeless and hungry is seeking a volunteer yoga instructor to continue work with interested clients.,Health,,
Graphic Designer ,2011-08-31,"253 Broadway
NYC, NY 10007
(40.713255085581125, -74.00706885665824), NY 10007.0",The Mayor's Office of Immigrant Affairs is seeking an experienced graphic designer to donate their time and skill to make the NYC Restaurant Owner Manual come to life.,Strengthening Communities,,
General Call for Governor's Island Volunteers,2011-05-27,"4 Irving Place
New York, NY 10003
(40.734106908087384, -73.98864446892128), NY 10003.0","Governor’s Island needs volunteers for programs for  its on-Island partners,such as serving as an Island Ambassador, staffing large public events, maintaining flower beds in the Historic District, or working with children at the Island's Harbor Discovery Area. Sign up at: Bit.ly/GIAVolunteer !",Strengthening Communities,40.734163,-73.988627
Event Planning for Professionals,2011-06-06,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","Event planning helps an organization coordinate all the moving pieces of a major event, including venue & logistics, invitation, evening program & entertainment, caterers, sponsors, ticketing, and gift bags/auctions/raffles.",Strengthening Communities,40.720942,-73.997929
Teach Adults and Kids how to Ride Bikes!,2011-06-16,"475 Riverside Drive
NYC, NY 10115
(40.810551000428404, -73.96469400002803), NY 10115.0","Become a volunteer with Bike New York, a non-profit Bicycling organization, and give someone the life changing skill of knowing how to ride a bike!",Education,40.811101,-73.964168
Manhattan/Asser Levy Rec. Center: Water Aerobics Instructor for Shape Up New York,2011-09-14,"New York, NY","NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at the Asser Levy Recreation Center (392 Asser Levy Place NY, NY, 10010), accessible by the M23 bus and 6 train.",Health,,
Fall Forest Restoration Volunteer Kickoff,2011-09-24,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265), NY 10463.0",Join us as we start our fall volunteer season with events in three areas of Van Cortlandt Park,Strengthening Communities,40.895865,-73.892294
"Our Time's 9th Annual Benefit Gala - April 11, 2011",2011-04-11,"566 LaGuardia Place
New York, NY 10003
(40.72964073295498, -73.99760798891003), NY 10003.0","Monday, April 11, 2011: Our Time seeks volunteers to help with preparations for and coordination of its 9th Annual Benefit Gala, which will be honoring David Seidler, writer of The King's Speech.",Strengthening Communities,40.729409,-73.997817
IT Assistant,2011-02-25,"212 14th St
New York, NY 10011
(40.73893072951762, -74.00056675838641), NY 10011.0","NY Artists Unlimited is a 28 year old nonprofit organization that takes free professional theatre and art to under-served audiences. A multicultural company, we tour New York City and the Northeast with works that evoke dignity of the individual and sanctity of the human spirit.",Strengthening Communities,,
"""Farm to Feast"" Gala at Battery Park",2011-06-07,"One New York Plaza
New York, NY 10004
(40.621841348479, -74.12920292688285), NY 10004.0","Volunteers needed for event setup, greeting guests, and run of show for the Battery Gala on June 7th. Dinner will be provided.",Strengthening Communities,40.702593,-74.011671
Search Engine Optimization for Professionals,2011-06-05,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","A Search Engine Optimization (SEO) plan helps an organization's website to rank better organically across various search engines, including Google, Yahoo and Bing. Organic ranking is determined by a variety of factors that include both on the page and off the page elements.",Strengthening Communities,40.720942,-73.997929
Staff Development Trainer,2011-01-27,"1109 Fifth Avenue
New York, NY 10128
(40.78553359707598, -73.95746225352207), NY 10128.0",The Jewish Museum seeks a volunteer staff development trainer.,Strengthening Communities,40.785298,-73.957263
Bronx: Zumba Instructor for Shape Up NYC at St. Mary's Recreation Center,2011-06-01,"450 St Anns Ave
Bronx, NY 10455
(40.81200330013793, -73.91424241425239), NY 10455.0","NYC Parks and Recreation seeks your participation to enrich our recreation facilities! Shape Up New York is a free fitness program for all ages and is looking for additional instructors at St. Mary’s Recreation Center (St. Ann’s Avenue at East 145th street, Bronx, NY 10455)",Health,40.811972,-73.914275
JASA St. Martin's Poetry Instructor,2011-08-15,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063), NY 10001.0",Lead a poetry class with our seniors.,Strengthening Communities,,
Poll Workers and Interperters Needed!,2011-07-14,"five boroughs
New York, NY 10007
(40.71363051943297, -74.00913138370635), NY 10007.0","he Board of Elections in the City of New York is in need of poll workers to serve at poll sites across the city. The Board is also recruiting bilingual residents fluent in Spanish, Chinese or Korean to serve as  interpreters on Election Day.",Strengthening Communities,,
Summer Spanish or French Instructor,2011-07-05,"331 70th Street
New York, NY 10001
(40.63454489394634, -74.02560091774434), NY 10001.0","Lenox Hill Neighborhood House, widely recognized as one of New York's premier human services providers, is a 117-year old settlement house that provides an extensive array of effective and integrated services--social, educational, legal, health, housing, mental health, nutritional and fitness.",Helping Neighbors in Need,,
Resume Review Workshop Volunteer,2011-05-18,"80 Maiden Lane
New York, NY 10038
(40.70722063476455, -74.00745556513084), NY 10038.0",Want a meaningful volunteer experience? Come and work one on one with Met Council clients to update their resumes.,Helping Neighbors in Need,40.707116,-74.007329
JASA Cooper Square Thrift Shop Volunteer,2011-08-15,"132 31st Street
New York, NY 10001
(40.74849052268911, -73.99056629742063), NY 10001.0",Volunteers are needed to help the residents and staff of JASA Cooper Square Senior Housing Building with their flea markets.,Helping Neighbors in Need,,
Enjoy Outdoor Theater? --55+ Only,2011-04-28,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757), NY 10010.0",Help usher for outdoor performances in Queens.,General,,
Legal Advisor,2011-08-11,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666), NY 11213.0",Provide legal services and advice to the agency and ensure our compliance to all applicable NYS non-profit laws and provisions in our day to day functioning.,Strengthening Communities,40.674103,-73.929644
Grant Proposal Budget for Professionals,2011-06-05,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115), NY 10013.0","A well-designed proposal budget accompanies an organization’s grant proposal or major ask and may be required by a funder. It amplifies the proposal by providing a well thought-out, specific, and tangible plan for the use of funds.",Strengthening Communities,40.720942,-73.997929
Volunteer at UDEC ENVIROMEDIA MOBILE's MARITIME BACCHANAL & PIRATES FEST at IKEA ERIE BASIN PARK,2011-07-30,"One Beard St
Brooklyn, NY 11231
(40.67223368576928, -74.01107379195669), NY 11231.0","Seeking volunteers at various environmental recreation stations and as mobile museum docents for upcoming Maritime Festival and Pirates Fest at IKEA ERIE BASIN. Volunteers will be outfitted in Pirate Costume, or can bring their own-event is on JULY 30th",Environment,,
Animal Foster Parent,2011-01-21,"410 38th Street
New York, NY 10016
(40.74602638032883, -73.9710330229442), NY 10016.0","Major Objective: To provide a stable, caring and loving environment for BAW’s animals while they are on medical or behavior treatment; to increase social interaction; and to provide extra attention to nursing animals.",Strengthening Communities,,
Leadership Council volunteer opportunity,2011-10-06,"315 36th Street
New York, NY 10018
(40.75386846842434, -73.99347110757526), NY 10018.0","Comprised of local young professionals who seek to raise awareness, resources, and funds for The Family Center, the Leadership Council celebrates the idea of family with a passionate commitment to serve the needs of families in NYC through the sharing of energy, resources and advocacy.",Strengthening Communities,,
Feed our East Harlem community,2011-07-22,"120 106th Street
New York, NY 10029
(40.79252132924364, -73.94694917899955), NY 10029.0","The Momentum Project needs volunteers urgently to help with our dinner program located on East 106th Street in East Harlem, Manhattan, offering a nutritious hot meal and pantry to take home, as well as social services.",Helping Neighbors in Need,,
Become a Skilled Volunteer with Habitat-NYC,2011-06-15,"111 John St
New York, NY 10038
(40.70770072454058, -74.00572695110161), NY 10038.0","Build with Habitat-NYC. Come Pound, Haul, Hammer or Paint at the Habitat-NYC construction site in Brooklyn.",Strengthening Communities,40.707671,-74.005764
Administrative Coordinator,2011-09-12,"220 Fitfy Avenue
New York, NY 10001
(40.75025902143676, -73.99688630375988), NY 10001.0",Global Potential (GP) is looking for energetic and motivated volunteer to assist with communication and administrative office matters. Volunteer in this position will perform and oversee a variety of general office support assignments.,General,,
Summer day camp volunteer,2011-07-05,"132 03 Sanford Avenue
Flushing, NY 11354
(40.76862022064671, -73.82719028070687), NY 11354.0","Starting July 2011. Activities vary week by week, but volunteers will generally assist students in activities including an education enrichment period, singing, computer time, arts and crafts and more. There will also be an all-day trip once a week, on Wednesdays or Fridays.",Strengthening Communities,40.754801,-73.832822
